date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:11:33	230691/230691	---M--	200	added ('OK')	image/png	etag:W/%2238523-17e8bcd7160%22	https://apis.map.kakao.com/images/andres/guide/android-guide-overlay-s1.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/andres/guide/android-guide-overlay-s1.png	(from https://apis.map.kakao.com/android/guide/)
14:11:33	465858/465858	---M--	200	added ('OK')	image/png	etag:W/%2271bc2-17e8bcd7160%22	https://apis.map.kakao.com/images/andres/guide/android-guide-overlay-s2.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/andres/guide/android-guide-overlay-s2.png	(from https://apis.map.kakao.com/android/guide/)
14:11:33	165556/165556	---M--	200	added ('OK')	text/html	etag:W/%22286b4-17e8bcd7160%22	https://apis.map.kakao.com/ios/documentation/	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/ios/documentation/index.html	(from https://apis.map.kakao.com/ios/)
14:11:33	1802/1802	---M--	200	added ('OK')	image/png	etag:W/%2270a-17e8bcd7160%22	https://apis.map.kakao.com/images/andres/guide/arrow.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/andres/guide/arrow.png	(from https://apis.map.kakao.com/android/guide/)
14:11:33	16145/16145	---M--	200	added ('OK')	text/html	etag:W/%223f11-17e8bcd7160%22	https://apis.map.kakao.com/ios/news/	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/ios/news/index.html	(from https://apis.map.kakao.com/ios/)
14:11:34	118313/118313	---M--	200	added ('OK')	image/png	etag:W/%221ce29-17e8bcd7160%22	https://apis.map.kakao.com/images/andres/sample/and_sample_cp1.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/andres/sample/and_sample_cp1.png	(from https://apis.map.kakao.com/android/sample/)
14:11:34	925369/925369	---M--	200	added ('OK')	image/png	etag:W/%22e1eb9-17e8bcd7160%22	https://apis.map.kakao.com/images/andres/sample/and_sample_cp6.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/andres/sample/and_sample_cp6.png	(from https://apis.map.kakao.com/android/sample/)
14:11:34	861608/861608	---M--	200	added ('OK')	image/png	etag:W/%22d25a8-17e8bcd7160%22	https://apis.map.kakao.com/images/andres/sample/and_sample_cp2.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/andres/sample/and_sample_cp2.png	(from https://apis.map.kakao.com/android/sample/)
14:11:34	1802/1802	---M--	200	added ('OK')	image/png	etag:W/%2270a-17e8bcd7160%22	https://apis.map.kakao.com/images/webres/guide/arrow.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/webres/guide/arrow.png	(from https://apis.map.kakao.com/web/guide/)
14:11:35	26199/26199	---M--	200	added ('OK')	image/png	etag:W/%226657-17e8bcd7160%22	https://apis.map.kakao.com/images/webres/sample_thumb/basicMap.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/webres/sample_thumb/basicMap.png	(from https://apis.map.kakao.com/web/sample/)
